nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0005664	Stephen H. Burum	1939	\N	cinematographer,camera_department,miscellaneous	tt0117060,tt0111143,tt0094226,tt0098621
nm0005665	Russell Carpenter	1950	\N	cinematographer,camera_department,producer	tt1630029,tt0478970,tt0120338,tt0111503
nm0005666	Christopher Challis	1919	2012	cinematographer,camera_department,miscellaneous	tt0060121,tt0062803,tt0075925,tt0040725
nm0005667	Caroline Champetier	1954	\N	cinematographer,camera_department,actress	tt2076220,tt1588337,tt6217926,tt0223709
nm0005668	Wilfrid M. Cline	1903	1976	cinematographer,camera_department,editorial_department	tt0063934,tt0031381,tt0033331,tt0045591
nm0005669	Ghislain Cloquet	1924	1981	cinematographer,camera_department,actor	tt0062873,tt0080009,tt0054407,tt0073312
nm0005670	William H. Clothier	1903	1996	cinematographer,camera_department,producer	tt0057940,tt0056217,tt0052902,tt0053580
nm0005671	Alfio Contini	1927	2020	cinematographer,camera_department,special_effects	tt0056512,tt0099621,tt0114086,tt0122241
nm0005672	Pio Corradi	1940	2019	cinematographer,camera_department,producer	tt1027742,tt5397076,tt0084214,tt9701382
nm0005673	Stanley Cortez	1908	1997	cinematographer,camera_department,visual_effects	tt0048424,tt0035015,tt0037280,tt0077394
nm0005674	Arthur Crabtree	1900	1975	director,cinematographer,camera_department	tt0041305,tt0042679,tt0040335,tt0037578
nm0005675	Jordan Cronenweth	1935	1996	cinematographer,camera_department,actor	tt0100685,tt0083658,tt0091738,tt0080360
nm0005676	Edward Cronjager	1904	1960	cinematographer,director,camera_department	tt0035979,tt0045551,tt0034241,tt0036926
nm0005677	Floyd Crosby	1899	1985	cinematographer,camera_department,director	tt0058440,tt0044706,tt0060415,tt0022458
nm0005678	Dean Cundey	1946	\N	cinematographer,camera_department,miscellaneous	tt0096438,tt0112384,tt0107290,tt0099088
nm0005679	Allen Daviau	1942	2020	cinematographer,camera_department,writer	tt0092965,tt0088939,tt0101516,tt0083866
nm0005680	Ernest Day	1927	2006	camera_department,cinematographer,assistant_director	tt0117060,tt0079574,tt0076752,tt0094074
nm0005681	Pasqualino De Santis	1927	1996	cinematographer,camera_department	tt0067445,tt0083226,tt0071585,tt0063518
nm0005682	Clyde De Vinna	1890	1953	cinematographer,camera_department,writer	tt0015359,tt0009328,tt0016641,tt0019574
nm0005683	Roger Deakins	1949	\N	cinematographer,camera_department,miscellaneous	tt8579674,tt1856101,tt1074638,tt0477348
nm0005684	Henri Decaë	1915	1987	cinematographer,director,camera_department	tt0065531,tt0077269,tt0051378,tt0062229
nm0005685	Franco Delli Colli	1929	2004	cinematographer,camera_department	tt0054248,tt0062073,tt0058700,tt0067140
nm0005686	Tonino Delli Colli	1922	2005	cinematographer,camera_department,actor	tt0091605,tt0087843,tt0118799,tt0104779
nm0005687	Peter Deming	\N	\N	cinematographer,camera_department,actor	tt6486762,tt0166924,tt4093826,tt9764362
nm0005688	Carlo Di Palma	1925	2004	cinematographer,camera_department,director	tt0069361,tt0113819,tt0107507,tt0060176
nm0005689	Gianni Di Venanzo	1920	1966	cinematographer,camera_department	tt0047821,tt0056801,tt0055399,tt0059229
nm0005690	William K.L. Dickson	1860	1935	cinematographer,director,producer	tt0308254,tt1496763,tt0219560,tt1428455
nm0005691	Jack Draper	1892	1962	cinematographer,camera_department,director	tt0040748,tt0046196,tt0277455,tt0272459
nm0005692	Edwin B. DuPar	1885	1961	cinematographer,special_effects,camera_department	tt0034449,tt0049261,tt0038417,tt0031867
nm0005693	Elmer Dyer	1892	1970	cinematographer,camera_department,assistant_director	tt0028725,tt0031762,tt0035616,tt0029162
nm0005694	István Eiben	1902	1958	cinematographer,camera_department	tt0173357,tt0036557,tt0025647,tt0009857
nm0005695	Frederick Elmes	1946	\N	cinematographer,camera_department,special_effects	tt5247022,tt8695030,tt0090756,tt2401256
nm0005696	Robert Elswit	1950	\N	cinematographer,visual_effects,camera_department	tt0469494,tt2872718,tt0433383,tt0272338
nm0005697	Basil Emmott	1894	1976	cinematographer,camera_department	tt0030863,tt0023145,tt0038723,tt0048595
nm0005698	Walther van den Ende	1947	\N	cinematographer,camera_department	tt0424205,tt0283509,tt0096025,tt0089061
nm0005699	Eduard van der Enden	1928	2011	cinematographer,camera_department,assistant_director	tt0071756,tt0107007,tt0060044,tt0083914
nm0005700	Teo Escamilla	1940	1997	cinematographer,camera_department,director	tt0097909,tt0088311,tt0094729,tt0090636
nm0005701	Daniel L. Fapp	1904	1986	cinematographer,camera_department	tt0057115,tt0063121,tt0064639,tt0055614
nm0005702	Vincent J. Farrar	1905	1950	cinematographer,camera_department	tt0178005,tt0038864,tt0178610,tt0040904
nm0005703	Don E. FauntLeRoy	1953	\N	cinematographer,camera_department,director	tt0086837,tt0089218,tt11278608,tt0103064
nm0005704	Marc Felperlaan	1944	\N	cinematographer,camera_department,art_department	tt0094651,tt0389557,tt0367652,tt0247303
nm0005705	Gunnar Fischer	1910	2011	cinematographer,camera_department,director	tt0051365,tt0048641,tt0050976,tt0050986
nm0005706	George J. Folsey	1898	1988	cinematographer,camera_department,actor	tt0049223,tt0037059,tt0039437,tt0047472
nm0005707	Emilio Foriscot	1904	2001	cinematographer,camera_department	tt0066924,tt0040295,tt0041803,tt0066412
nm0005708	Alfredo Fraile	1912	1994	cinematographer,producer,director	tt0062118,tt0029469,tt0038861,tt0058412
nm0005709	Robert Fraisse	1940	\N	cinematographer,camera_department,actor	tt0215750,tt0122690,tt0426883,tt0364970
nm0005710	William A. Fraker	1923	2010	camera_department,cinematographer,director	tt0062765,tt0086567,tt0078723,tt0073486
nm0005711	Freddie Francis	1917	2007	director,cinematographer,camera_department	tt0080678,tt0097441,tt0166896,tt0101540
nm0005712	Ellsworth Fredericks	1904	1993	cinematographer,camera_department	tt0049964,tt0058576,tt0050933,tt0049366
nm0005713	Karl Freund	1890	1969	cinematographer,director,camera_department	tt0017136,tt0023245,tt0028944,tt0040506
nm0005714	Tak Fujimoto	1939	\N	cinematographer,camera_department,actor	tt0167404,tt0076759,tt0368008,tt0102926
nm0005715	Ronald Víctor García	\N	\N	cinematographer,director,writer	tt0107619,tt0140613,tt0105665,tt0099493
nm0005716	Lee Garmes	1898	1978	cinematographer,director,producer	tt0037280,tt0023458,tt0023427,tt0021156
nm0005717	Fructuós Gelabert	1874	1955	director,cinematographer,writer	tt0002156,tt0000859,tt0001756,tt0004954
nm0005718	Juan Gelpí	1932	\N	cinematographer,camera_department	tt0052741,tt0063037,tt0060374,tt0059546
nm0005719	Merritt B. Gerstad	1900	1974	cinematographer,camera_department	tt0016989,tt0018528,tt0026778,tt0037611
nm0005720	Alfred Gilks	1891	1970	cinematographer,camera_department,writer	tt0028264,tt0024336,tt0049730,tt0043278
nm0005721	Blasco Giurato	1941	2022	cinematographer,camera_department	tt0110917,tt0140332,tt0095765,tt4736486
nm0005722	Hone Glendinning	1912	1997	cinematographer,camera_department	tt0158361,tt0040365,tt0026907,tt0047064
nm0005723	Pierre-William Glenn	1943	\N	cinematographer,director,actor	tt0092070,tt0081182,tt0130675,tt0106195
nm0005724	Willy Goldberger	1898	1961	cinematographer,director,writer	tt0041874,tt0447386,tt0024754,tt0024896
nm0005725	Jaems Grant	1952	\N	cinematographer,camera_department,art_director	tt0138487,tt0389125,tt0353676,tt2180697
nm0005726	Jack N. Green	1946	\N	camera_department,cinematographer,director	tt0379786,tt0105695,tt0117998,tt0112579
nm0005727	Mutz Greenbaum	1896	1968	cinematographer,director,writer	tt4905910,tt0028033,tt0016101,tt0036929
nm0005728	Jack Greenhalgh	1904	1971	cinematographer,camera_department	tt0041918,tt0038366,tt0039133,tt0037336
nm0005729	Loyal Griggs	1906	1978	cinematographer,visual_effects,camera_department	tt0059309,tt0047673,tt0046303,tt0049833
nm0005730	Ennio Guarnieri	1930	2019	cinematographer,camera_department,special_effects	tt0069824,tt0091113,tt0053779,tt0084821
nm0005731	René Guissart	1888	1960	cinematographer,director,camera_department	tt0158967,tt0030816,tt0177868,tt0198895
nm0005732	David Gurfinkel	1938	\N	cinematographer,camera_department,writer	tt0163595,tt0111140,tt0108308,tt0093692
nm0005733	Heinrich Gärtner	1895	1962	cinematographer,director,camera_department	tt0049499,tt0051588,tt0048697,tt0044574
nm0005734	Conrad L. Hall	1926	2003	cinematographer,camera_department,writer	tt0096244,tt0257044,tt0169547,tt0064115
nm0005735	Ernest Haller	1896	1970	cinematographer,camera_department	tt0031381,tt0037913,tt0048545,tt0056687
nm0005736	Willy Hameister	1889	1938	cinematographer,camera_department	tt0340177,tt7363364,tt0362444,tt0010323
nm0005737	Russell Harlan	1903	1974	cinematographer,camera_department	tt0044121,tt0051201,tt0056059,tt0056592
nm0005738	Byron Haskin	1899	1984	director,special_effects,cinematographer	tt0040567,tt0046534,tt0033028,tt0036613
nm0005739	Bernd Heinl	1947	\N	cinematographer,camera_department,producer	tt0103003,tt0119416,tt0462504,tt0113443
nm0005740	Otto Heller	1896	1970	cinematographer,actor,camera_department	tt0054167,tt0048281,tt0060086,tt0059319
nm0005741	Sidney Hickox	1895	1982	cinematographer,camera_department,actor	tt0006726,tt0038355,tt0042041,tt0037382
nm0005742	Jack Hildyard	1908	1990	cinematographer,camera_department	tt0074896,tt0050212,tt0061452,tt0060708
nm0005743	Winton C. Hoch	1905	1979	cinematographer,camera_department,miscellaneous	tt0041866,tt0045061,tt0049730,tt0057798
nm0005744	Slawomir Idziak	1945	\N	cinematographer,writer,camera_department	tt0228750,tt0108394,tt0265086,tt0119177
nm0005745	Silvano Ippoliti	1923	1994	cinematographer,camera_department	tt0087481,tt0089598,tt0092720,tt0080491
nm0005746	Konstantin Irmen-Tschet	1902	1977	cinematographer,special_effects,camera_department	tt23860220,tt0022869,tt0019901,tt0023996
nm0005747	Fred Jackman Jr.	1913	1982	cinematographer,director,special_effects	tt0048901,tt0054563,tt0036161,tt0035458
nm0005748	Julius Jaenzon	1885	1961	cinematographer,director,actor	tt0006617,tt0020473,tt0213210,tt0021498
nm0005749	Jeffrey Jur	1955	\N	cinematographer,camera_department	tt3704352,tt0092890,tt0319969,tt0110308
nm0005750	Hans Jura	1921	1996	cinematographer,camera_department	tt0057035,tt0064403,tt0061866,tt0057223
nm0005751	Jürgen Jürges	1940	\N	cinematographer,camera_department,actor	tt0204736,tt0134185,tt0360960,tt0119167
nm0005752	Ernst W. Kalinke	1918	1992	cinematographer,camera_department,director	tt0193297,tt0054480,tt0362343,tt0047656
nm0005753	Savas Kalogeras	1938	1996	cinematographer,camera_department	tt0454515,tt0076498,tt0090882,tt0078900
nm0005754	Avraham Karpick	\N	\N	cinematographer,camera_department,actor	tt0113719,tt2568204,tt0089421,tt0116987
nm0005755	Victor J. Kemper	1927	\N	cinematographer,camera_department	tt0085995,tt0088930,tt0072890,tt0080736
nm0005756	Bruno de Keyzer	1949	2019	cinematographer,camera_department,actor	tt0074811,tt0088318,tt1599975,tt0090557
nm0005757	Benjamin H. Kline	1894	1974	cinematographer,director,camera_department	tt0026443,tt0025630,tt0040414,tt0021491
nm0005758	Fred J. Koenekamp	1922	2017	cinematographer,camera_department	tt0072308,tt0086856,tt0066206,tt0057765
nm0005759	Lajos Koltai	1946	\N	cinematographer,director,camera_department	tt0213847,tt0367082,tt0120731,tt0113501
nm0005760	Günther Krampf	1899	1950	cinematographer	tt0024055,tt0015202,tt0042478,tt0023410
nm0005761	Robert Krasker	1913	1981	cinematographer,camera_department	tt0041959,tt0047029,tt0054847,tt0037558
nm0005762	Milton R. Krasner	1904	1988	cinematographer,camera_department	tt0042192,tt0065462,tt0050105,tt0048605
nm0005763	Willy Kurant	1934	2021	cinematographer,camera_department	tt0258038,tt0064126,tt0060675,tt0094011
nm0005764	Robert Kurrle	1890	1932	cinematographer,camera_department,miscellaneous	tt0020977,tt0019320,tt0018908,tt0013824
nm0005765	Luigi Kuveiller	1927	2013	cinematographer,camera_department	tt0065119,tt0085327,tt0053619,tt0073582
nm0005766	Joseph LaShelle	1900	1989	cinematographer,camera_department	tt0048356,tt0057187,tt0053604,tt0037008
nm0005767	Edward Lachman	1948	\N	cinematographer,camera_department,director	tt0368794,tt2402927,tt0209077,tt0297884
nm0005768	Ernest Laszlo	1898	1984	cinematographer,camera_department	tt0055031,tt0057193,tt0074812,tt0053946
nm0005769	Philip H. Lathrop	1912	1995	cinematographer,camera_department,actor	tt0071455,tt0057840,tt0057413,tt0077474
nm0005770	Marcel Le Picard	1887	1952	cinematographer,camera_department	tt0033426,tt0029130,tt0036164,tt0037441
nm0005771	Franz Xaver Lederle	1931	\N	cinematographer,camera_department,writer	tt0062484,tt0086174,tt0068295,tt0083723
nm0005772	Matthew F. Leonetti	1941	\N	cinematographer,camera_department,producer	tt0117731,tt0289879,tt0120844,tt0114558
nm0005773	Dennis C. Lewiston	1934	2014	cinematographer,camera_department,director	tt0089283,tt0073629,tt0089306,tt0121744
nm0005774	Pierre Lhomme	1930	2019	cinematographer,camera_department,director	tt0084358,tt0094828,tt0099334,tt0075946
nm0005775	Edward Linden	1891	1956	cinematographer,camera_department,special_effects	tt0026216,tt0024216,tt0030725,tt0032642
nm0005776	Karl Walter Lindenlaub	1957	\N	cinematographer,camera_department,writer	tt0097910,tt0116629,tt0105698,tt0111282
nm0005777	Dietrich Lohmann	1943	1997	cinematographer,camera_department,writer	tt0064536,tt0120647,tt0067163,tt0119874
nm0005778	Angelo Lotti	\N	\N	cinematographer,camera_department	tt0056408,tt0058289,tt0061878,tt0128447
nm0005779	William Lubtchansky	1937	2010	cinematographer,camera_department,director	tt0443844,tt0201046,tt0087289,tt0059516
nm0005780	Igor Luther	1942	2020	cinematographer,camera_department	tt0138716,tt0162943,tt0162950,tt0074515
nm0005781	Bernard Lutic	1943	2000	cinematographer,camera_department,actor	tt0120453,tt0109454,tt0088357,tt0301727
nm0005782	Chester A. Lyons	1885	1936	cinematographer,camera_department	tt0026663,tt0021071,tt0018594,tt0013727
nm0005783	Alvaro Mancori	1923	2011	cinematographer,producer,camera_department	tt0060632,tt0059427,tt0275668,tt0271489
nm0005784	Oliver T. Marsh	1892	1941	cinematographer,camera_department	tt0030817,tt0032256,tt0029222,tt0020891
nm0005785	Jack A. Marta	1903	1991	cinematographer,camera_department,miscellaneous	tt0067023,tt0060153,tt0029054,tt0062591
nm0005786	Otello Martelli	1902	2000	cinematographer,camera_department	tt0045608,tt0053779,tt0051400,tt0047528
nm0005787	Stelvio Massi	1929	2004	cinematographer,director,camera_department	tt0076554,tt0058461,tt0072200,tt0142368
nm0005788	Hanns Matula	1923	1987	cinematographer,camera_department,editor	tt0039977,tt0041680,tt0055717,tt0057462
nm0005789	Rudolph Maté	1898	1964	cinematographer,director,camera_department	tt0038559,tt0032484,tt0046789,tt0035446
nm0005790	Alfredo Mayo	\N	\N	camera_department,cinematographer	tt0101026,tt0104788,tt0214608,tt0227277
nm0005791	Donald McAlpine	1934	\N	cinematographer,camera_department,director	tt2910904,tt0363771,tt0203009,tt0117509
nm0005792	Ted D. McCord	1900	1976	cinematographer,camera_department,miscellaneous	tt0040495,tt0048028,tt0040897,tt0059742
nm0005793	Phil Meheux	1941	\N	cinematographer,camera_department,actor	tt0381061,tt0120053,tt0298814,tt1226273
nm0005794	William C. Mellor	1903	1963	cinematographer,camera_department,assistant_director	tt0050839,tt0052738,tt0043924,tt0049261
nm0005795	Manuel Merino	1918	2001	cinematographer,camera_department,actor	tt0040575,tt0071439,tt0063859,tt0067999
nm0005796	John J. Mescall	1899	1962	cinematographer,director,camera_department	tt0026138,tt0019987,tt0035413,tt0024894
nm0005797	Russell Metty	1906	1978	cinematographer,camera_department,miscellaneous	tt0052311,tt0067525,tt0054331,tt0038991
nm0005798	Pierre Mignot	1944	\N	cinematographer,camera_department,director	tt0313300,tt0401085,tt0216216,tt0090648
nm0005799	Elfi Mikesch	1940	\N	cinematographer,director,writer	tt2999826,tt0162953,tt0102383,tt0163001
nm0005800	Victor Milner	1893	1972	cinematographer,actor,camera_department	tt0024991,tt0020112,tt0035244,tt0027664
nm0005801	Douglas Milsome	1939	\N	cinematographer,camera_department,miscellaneous	tt0093058,tt0102798,tt0104691,tt0118771
nm0005802	Vicente Minaya	\N	\N	cinematographer,director,camera_department	tt0071471,tt0067049,tt0255166,tt0255380
nm0005803	Hal Mohr	1894	1974	cinematographer,director,camera_department	tt0036261,tt0044631,tt0026714,tt1918998
nm0005804	Bruno Mondi	1903	1991	cinematographer,camera_department	tt0026581,tt0012494,tt0029897,tt0042627
nm0005805	Donald M. Morgan	1932	\N	cinematographer,camera_department	tt0088172,tt0078723,tt0114781,tt0114369
nm0005806	Ira H. Morgan	1889	1959	cinematographer,camera_department,actor	tt0025424,tt0027977,tt0040243,tt0021345
nm0005807	Oswald Morris	1915	2014	cinematographer,camera_department,miscellaneous	tt0069281,tt0067093,tt0063385,tt0073341
nm0005808	Reginald H. Morris	1918	2004	cinematographer,camera_department,director	tt0084522,tt0085334,tt0078346,tt0071222
nm0005809	Joseph-Louis Mundwiller	1886	1967	cinematographer,camera_department,director	tt0191246,tt1029260,tt0293777,tt0209123
nm0005810	Robby Müller	1940	2018	cinematographer,camera_department,actor	tt0115751,tt0112817,tt0087995,tt0087884
nm0005811	Armando Nannuzzi	1925	2001	cinematographer,camera_department,director	tt0091499,tt0066549,tt0059856,tt0050435
nm0005812	Hiro Narita	1941	\N	cinematographer,camera_department,miscellaneous	tt0268695,tt0115571,tt0102975,tt0102803
nm0005813	Alfonso Nieva	\N	\N	cinematographer,camera_department,director	tt0247872,tt0064358,tt0060795,tt0137478
nm0005814	Bruno Nuytten	1945	\N	cinematographer,director,writer	tt0094828,tt0074184,tt0074888,tt0091288
nm0005815	Sven Nykvist	1922	2006	cinematographer,director,actor	tt0083922,tt0096332,tt0091670,tt0069467
nm0005816	Miroslav Ondrícek	1934	2015	cinematographer,camera_department	tt0104694,tt0079261,tt0084917,tt0086879
nm0005817	Arthur J. Ornitz	1916	1985	cinematographer,director,writer	tt0071402,tt0070666,tt5534892,tt0084049
nm0005818	Roy F. Overbaugh	1882	1966	cinematographer,camera_department	tt0010048,tt0021224,tt0014605,tt0011130
nm0005819	Godofredo Pacheco	1919	1974	cinematographer,camera_department	tt0042406,tt0070631,tt0057154,tt0055939
nm0005820	Rafael Pacheco	1921	\N	cinematographer,camera_department,actor	tt0059427,tt0066228,tt0059935,tt0034523
nm0005821	Theodore J. Pahle	1899	1979	cinematographer,director,actor	tt0020040,tt0017841,tt0052530,tt0036212
nm0005822	Riccardo Pallottini	1908	1982	cinematographer,camera_department,director	tt0054044,tt0055116,tt0194268,tt0063859
nm0005823	Ernest Palmer	1885	1978	cinematographer,camera_department	tt0033405,tt0019429,tt0018907,tt0042286
nm0005824	Phil Parmet	1942	\N	cinematographer,camera_department,producer	tt0373883,tt1265990,tt0462322,tt0113101
nm0005825	Edward J. Pei	\N	\N	cinematographer,camera_department,actor	tt0112041,tt0411008,tt1462059,tt0108941
nm0005826	C.M. Pennington-Richards	1911	2005	director,cinematographer,writer	tt0233069,tt0053496,tt0054820,tt0048850
nm0005827	James Pergola	\N	\N	cinematographer,producer,camera_department	tt0095882,tt0097815,tt0096542,tt0080487
nm0005828	Lewis W. Physioc	1879	1972	visual_effects,cinematographer,art_department	tt0020722,tt0007667,tt0009267,tt0014545
nm0005829	Claire Pijman	1965	\N	cinematographer,camera_department,director	tt1144521,tt0257986,tt8842066,tt0108276
nm0005830	Tomislav Pinter	1926	2008	cinematographer,camera_department	tt0360456,tt0283509,tt0421068,tt0179788
nm0005831	Larry Pizer	1925	2008	cinematographer,camera_department	tt0071994,tt0202179,tt0086443,tt0062089
nm0005832	Franz Planer	1894	1963	cinematographer,camera_department	tt0054698,tt0042367,tt0046672,tt0046250
nm0005833	Gábor Pogány	1915	1999	cinematographer,camera_department	tt0075115,tt0058234,tt0057638,tt0052791
nm0005834	Gene Polito	1918	2010	cinematographer,camera_department	tt0078446,tt0074559,tt0070909,tt0064177
